FRS_FACILITY_DETAIL_REPORT_URL,REGISTRY_ID,PRIMARY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_LOCATION,CITY_NAME,COUNTY_NAME,FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_NAME,POSTAL_CODE,FEDERAL_FACILITY_CODE,FEDERAL_AGENCY_NAME,TRIBAL_LAND_CODE,TRIBAL_LAND_NAME,CONGRESSIONAL_DIST_NUM,CENSUS_BLOCK_CODE,HUC_CODE,EPA_REGION_CODE,SITE_TYPE_NAME,LOCATION_DESCRIPTION,CREATE_DATE,UPDATE_DATE,US_MEXICO_BORDER_IND,PGM_SYS_ACRNMS,LATITUDE83,LONGITUDE83,CONVEYOR,COLLECT_DESC,ACCURACY_VALUE,REF_POINT_DESC,HDATUM_DESC,SOURCE_DESC
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000456113,1.1E+11,HUTSON INDUSTRIES INC,1000 HUTSON CIR,,FRISCO,COLLIN,48085,TX,TEXAS,UNITED STATES,75035,,,,,03,4.8085E+14,12030103,06,STATIONARY,,1-Mar-00,1-Jun-17,,"EIS:5840811, ICIS:1079, RCRAINFO:TXD041087925, TRIS:75034HTSNN1000H, TX-TCEQ ACR:RN100789676, TX-TCEQ ACR:RN102324977",33.14809,-96.80189,FRS-TRIS,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000456541,1.1E+11,FAB  8,6431 LONGHORN DR.,,IRVING,DALLAS,48113,TX,TEXAS,UNITED STATES,75063,,,,,24,4.8113E+14,12030103,06,STATIONARY,,1-Mar-00,1-Jun-17,,"AIR:TX0000004811300817, AIRS/AFS:4811300817, EIS:6491411, NPDES:TXR1593FB, RCRAINFO:TXD982556524, TRIS:75063HTCHS6431L, TX-TCEQ ACR:RN100857994, TX-TCEQ ACR:RN102166386",32.89614,-96.98125,FRS-TRIS,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000456649,1.1E+11,OPTOELECTRONICS DIV ARAPAHO RD,830 EAST ARAPAHO RD,,RICHARDSON,DALLAS,48113,TX,TEXAS,UNITED STATES,75081,,,,,32,4.8113E+14,12030106,06,STATIONARY,,1-Mar-00,1-Jun-17,,"AIR:TX0000004811300861, AIRS/AFS:4811300861, BR:TXR000057331, EIS:3967311, NPDES:TXR05CX63, RCRAINFO:TXD047825633, RCRAINFO:TXR000057331, TRIS:75081HNYWL830EA, TX-TCEQ ACR:RN101997617, TX-TCEQ ACR:RN104204912",32.96061,-96.71155,FRS-TRIS,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000457700,1.1E+11,MARLOW INDUSTRIES DALLAS,10451 VISTA PARK RD.,,DALLAS,DALLAS,48113,TX,TEXAS,UNITED STATES,752381645,,,,,03,4.8113E+14,12030105,06,STATIONARY,,1-Mar-00,1-Jun-17,,"AIR:TX0000004811300229, AIRS/AFS:4811300229, MN-TEMPO:62776, NPDES:TXRNEBO39, NPDES:TXRNEP072, RCRAINFO:TXD062886981, TRIS:75238MRLWN10451, TX-TCEQ ACR:RN100219542",32.89278,-96.70301,FRS-TRIS,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000457791,1.1E+11,TRIQUINT SEMICONDUCTOR TEXAS L P,13512 N. CENTRAL EXPRESSWAY,,DALLAS,DALLAS,48113,TX,TEXAS,UNITED STATES,75243,,,,,03,4.8113E+14,12030105,06,STATIONARY,,1-Mar-00,1-Jun-17,,"EIS:4607111, TRIS:75243TRQNT13512, TX-TCEQ ACR:RN100223650",32.933271,-96.753495,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000462543,1.1E+11,TEXAS INSTRUMENTS STAFFORD,12201 SOUTHWEST FREEWAY,,STAFFORD,FORT BEND,48157,TX,TEXAS,UNITED STATES,77477-3006,,,,,22,4.81577E+14,12040104,06,STATIONARY,,1-Mar-00,26-Oct-16,,"AIR:TX0000004815700017, AIRS/AFS:4815700017, E-GGRT:1010305, NCDB:I06#1987011251022 1, NPDES:TX0003824, RCRAINFO:TXD008073926, TX-TCEQ ACR:RN101717999",29.647,-95.575,E-PLAN,CLASSICAL SURVEYING TECHNIQUES,,CENTER OF FACILITY,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000464587,1.1E+11,TEMIC AUTOMOTIVE OF NORTH AMERICA INC,3740 NORTH AUSTIN STREET,,SEGUIN,GUADALUPE,48187,TX,TEXAS,USA,78155,,,,,28,4.81872E+14,12100202,06,,,1-Mar-00,26-Jan-09,,"BR:TXD000014217, EIS:3829311, NPDES:TXR05EU83, NPDES:TXR05T710, OSHA-OIS:340789650, RCRAINFO:TXD000014217, TRIS:78155MTRLN3740N, TX-TCEQ ACR:RN100563683",29.61618,-97.96755,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000464890,1.1E+11,SONY SEMICONDUCTOR  SAN ANTONIO,ONE SONY PLACE,,SAN ANTONIO,BEXAR,48029,TX,TEXAS,UNITED STATES,78245-2101,,,,,20,4.80292E+14,12100302,06,STATIONARY,,1-Mar-00,1-Jun-17,,"AIR:TX0000004802900176, AIRS/AFS:4802900176, BR:TXD980627111, NCDB:I06#19880120TX002 1, RCRAINFO:TXD980627111, RCRAINFO:TXD988064564, TRIS:78245DVNCD8611M",29.44494,-98.6414,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000464907,1.1E+11,WESTOVER HILLS,9651 WESTOVER HILLS BLVD,,SAN ANTONIO,BEXAR COUNTY,48029,TX,TEXAS,UNITED STATES,78251,,,,,20,4.80292E+14,12100302,06,STATIONARY,,1-Mar-00,28-Jun-17,,"E-GGRT:1010005, EIS:2859911, ICIS:30580, NPDES:TXR05CV35, NPDES:TXR05EZ99, RCRAINFO:TXD982284382, TRIS:78251VLSTC9651W, TSCA:TSCA99355, TX-TCEQ ACR:RN100579069",29.47154,-98.67401,FRS-TRIS,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000465354,1.1E+11,CYPRESS SEMICONDUCTOR (TEXAS) INC,17 CYPRESS BOULEVARD,,ROUND ROCK,WILLIAMSON,48491,TX,TEXAS,UNITED STATES,78665-1002,,,,,31,4.8491E+14,12070205,06,STATIONARY,,1-Mar-00,1-Jun-17,,"EIS:5127911, RCRAINFO:TXD160825428, TRIS:78664CYPRS17CYP, TX-TCEQ ACR:RN100651082",30.55142,-97.68161,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000465425,1.1E+11,NXP SEMICONDUCTORS - EB SITE,3501 ED BLUESTEIN BLVD.,,AUSTIN,TRAVIS,48453,TX,TEXAS,UNITED STATES,78721,,,,,25,4.8453E+14,12090205,06,STATIONARY,,1-Mar-00,10-Apr-03,,"AIR:TX0000004845300025, AIRS/AFS:4845300025, E-GGRT:1010066, EIS:5678711, NCDB:I06#19880706TX004 1, NCDB:I06#2000042017200 1, NCDB:I06#2000042017200 2, NPDES:TX0101702, RCRAINFO:TXD069450997, TRIS:78721MTRLN3501E, TSCA:TSCA130081, TX-TCEQ ACR:RN100843747",30.27065,-97.66924,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000465489,1.1E+11,SPANSION AUSTIN FACILITY,5204 E BEN WHITE BLVD,,AUSTIN,TRAVIS,48453,TX,TEXAS,UNITED STATES,78701,,,,,25,4.8453E+14,12090205,06,STATIONARY,,1-Mar-00,1-Jun-17,,"AIR:TX0000004845300055, AIRS/AFS:4845300055, BR:TXD096397211, BR:TXR000054825, EIS:6478211, NPDES:TXR05U307, RCRAINFO:TXD096397211, RCRAINFO:TXR000054825, TRIS:78741DVNCD5204E, TSCA:TSCA10211547, TX-TCEQ ACR:RN100723741",30.2175,-97.723056,E-PLAN,GPS CARRIER PHASE STATIC RELATIVE POSITION,,CENTER OF FACILITY,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000465531,1.1E+11,"SAMSUNG AUSTIN SEMICONDUCTOR, LLC",12100 SAMSUNG BLVD,,AUSTIN,TRAVIS,48453,TX,TEXAS,UNITED STATES,78754,,,,,10,4.8453E+14,12090301,06,STATIONARY,,1-Mar-00,26-Oct-16,,"AIR:TX0000004845300072, AIRS/AFS:4845300072, E-GGRT:1009872, NPDES:TX0117510, NPDES:TXR05M224, NPDES:TXR15PW66, OSHA-OIS:340481621, OSHA-OIS:341977916, OSHA-OIS:343190955, RCRAINFO:TXR000018853, TRIS:78754SMSNG12100, TSCA:100607842, TSCA:200002957, TSCA:TSCA8028, TX-TCEQ ACR:RN100518026",30.375,-97.631386,FRS-TRIS,GPS CODE (PSEUDO RANGE) PRECISE POSITION,,AIR RELEASE STACK,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000465915,1.1E+11,X-FAB TEXAS INC,2301 N. UNIVERSITY AVE.,,LUBBOCK,LUBBOCK,48303,TX,TEXAS,UNITED STATES,79415,,,,,19,4.8303E+14,12050001,06,STATIONARY,,1-Mar-00,1-Jun-17,,"CEDRI:CEDRI10005091, E-GGRT:1009738, EIS:6891111, NPDES:TXR05EG81, NPDES:TXRNEAO80, RCRAINFO:TXD061555611, TRIS:79415TXSNS2301N, TX-TCEQ ACR:RN100646447",33.629444,-101.870834,FRS-TRIS,GPS CARRIER PHASE STATIC RELATIVE POSITION,,ADMINISTRATIVE BUILDING,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000495036,1.1E+11,DALLAS SEMICONDUCTOR,4401 SOUTH BELTWOOD PARKWAY,,FARMERS BRANCH,DALLAS,48113,TX,TEXAS,UNITED STATES,75244-3292,,,,,24,4.8113E+14,12030103,06,STATIONARY,,1-Mar-00,9-Jan-15,,"AIR:TX0000004811300379, AIRS/AFS:4811300379, ICIS:20826",32.94816,-96.83471,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000619796,1.10001E+11,WASTE CHEMICAL CENTER,13400 T I BLVD,,DALLAS,DALLAS,48113,TX,TEXAS,UNITED STATES,75243,,,,,03,4.8113E+14,12030105,06,STATIONARY,,1-Mar-00,24-Sep-14,,"RCRAINFO:TXD982551806, TX-TCEQ ACR:RN100603935",32.929288,-96.748959,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000744482,1.10001E+11,MEMC SOUTHWEST INC,6800 HIGHWAY 75 SOUTH,,SHERMAN,GRAYSON,48181,TX,TEXAS,UNITED STATES,75090,,,,,04,4.8181E+14,11140101,06,STATIONARY,,1-Mar-00,1-Jun-17,,"EIS:3669511, ICIS:1400014795, ICIS:25746, ICIS:26250, RCRAINFO:TXR000006478, TRIS:75090MMCST6416U",33.633398,-96.61582,COMMERCIAL VENDOR,ADDRESS MATCHING-HOUSE NUMBER,150,PLANT ENTRANCE (GENERAL),NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000824029,1.10001E+11,TEXAS INSTRUMENTS SPRING CREEK SITE,6550 CHASE OAKS BLVD,,PLANO,COLLIN,48085,TX,TEXAS,UNITED STATES,75023,,,,,03,4.8085E+14,12030106,06,STATIONARY,,1-Mar-00,2-Dec-14,,"NPDES:TXR15159T, NPDES:TXR15177T, RCRAINFO:TXD981057854, TX-TCEQ ACR:RN102065851",33.06359,-96.69692,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000825215,1.10001E+11,AEROFLEX MIC TECHNOLOGY CORPORATION,1101 COMMERCE DR,,RICHARDSON,DALLAS,48113,TX,TEXAS,UNITED STATES,75081,,,,,32,4.8113E+14,12030106,06,STATIONARY,,1-Mar-00,9-Aug-10,,RCRAINFO:TXD988084539,32.96594,-96.7075,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000842492,1.10001E+11,TEXAS INSTRUMENTS INCORPORATED,INTERSTATE 20 & FM 1788,,MIDLAND,MIDLAND,48329,TX,TEXAS,UNITED STATES,79711,,,,,11,4.8329E+14,12080005,06,STATIONARY,,1-Mar-00,31-Dec-15,,"RCRAINFO:TXD084281575, TRIS:79711TXSNSFM178",31.794758,-102.169532,FRS-TRIS,ZIP CODE-CENTROID,11000,UNKNOWN,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000860541,1.10001E+11,AMERICAN SILICON PRODS,2613 INDUSTRIAL LN,,GARLAND,DALLAS,48113,TX,TEXAS,,75041-2381,,,,,03,4.8113E+14,12030106,06,STATIONARY,,1-Mar-00,31-Dec-15,,TRIS:75041SLCNM2613I,32.88567,-96.67572,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000874714,1.10001E+11,INTELLIGENT EPITAXY TECHNOLOGY,1250 E COLLINS BLVD,,RICHARDSON,DALLAS,48113,TX,TEXAS,UNITED STATES,75081,,,,,32,4.8113E+14,12030106,06,STATIONARY,,1-Mar-00,31-Dec-15,,"RCRAINFO:TXD982558710, TRIS:75081SMLTL1250E",32.96791,-96.70413,FRS-TRIS,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001870814,1.10002E+11,TRIQUINT SEMICONDUCTOR TEXAS LP,500 WEST RENNER ROAD,,RICHARDSON,COLLIN,48085,TX,TEXAS,UNITED STATES,75080-1324,,,,,03,4.8085E+14,12030106,06,STATIONARY,,1-Mar-00,21-Mar-16,,"AIR:TX0000004808500058, AIR:TX0000004811300058, AIRS/AFS:4808500058, AIRS/AFS:4811300058, E-GGRT:1011813, EIS:5841111, ICIS:3600135289, NPDES:TXRNEAL46, RCRAINFO:TXR000009266, TRIS:75080TWNST500WE, TX-TCEQ ACR:RN100794015",32.99761,-96.72705,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001880073,1.10002E+11,CANADA PLATING,2717 EGAN AVENUE,,DALLAS,DALLAS,48113,TX,TEXAS,UNITED STATES,75235-5609,,,,,30,4.8113E+14,12030105,06,STATIONARY,,1-Mar-00,9-Jan-15,,"AIR:06000000481136E311, AIRS/AFS:481136E311, CEDRI:CEDRI121901, NPDES:TXRNES841, RCRAINFO:TXD007352982, TX-TCEQ ACR:RN100768985",32.82893,-96.84116,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002052867,1.10002E+11,"REACTION TECHNOLOGY EPI, LLC",301 RIDGEMONT,,ALLEN,COLLIN COUNTY,48085,TX,TEXAS,UNITED STATES OF AMERICA,75002-4203,,,,,03,4.8085E+14,12030106,06,STATIONARY,,1-Mar-00,13-Dec-17,,"EIS:5840711, ICIS:7426343, TRIS:75002KMTCN301RI",33.080556,-96.678611,RMP,INTERPOLATION-PHOTO,25,PLANT ENTRANCE (GENERAL),NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002130818,1.10002E+11,HITACHI SEMICONDUCTOR (AMERICA) INC,1505 WALNUT HILL LN.,,IRVING,DALLAS,48113,TX,TEXAS,UNITED STATES,75038-3702,,,,,24,4.8113E+14,12030103,06,STATIONARY,,1-Mar-00,31-Dec-15,,"RCRAINFO:TXD092408210, TRIS:75016HTCHS1505W, TX-TCEQ ACR:RN100643758",32.88158,-96.97505,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002130881,1.10002E+11,MICRO QUALITY SEMICONDUCTOR INC,1000 NORTH SHILOH ROAD,,GARLAND,DALLAS,48113,TX,TEXAS,UNITED STATES,75042-5720,,,,,03,4.8113E+14,12030106,06,STATIONARY,,1-Mar-00,31-Dec-15,,"RCRAINFO:TXD987998648, TRIS:75040VRQLT1000N",32.92246,-96.66523,FRS-TRIS,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002130890,1.10002E+11,IMO VARO INCORPORATED POWER SYSTEMS,2800 W KINGSLEY,,GARLAND,DALLAS,48113,TX,TEXAS,UNITED STATES,75041-2400,,,,,03,4.8113E+14,12030106,06,STATIONARY,,1-Mar-00,31-Dec-15,,"RCRAINFO:TXD055318273, TRIS:75041VRNCX2800W",32.87882,-96.67138,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002130961,1.10002E+11,TEXAS OPTOELECTRONICS,714 SHEPHERD DR.,,GARLAND,DALLAS,48113,TX,TEXAS,UNITED STATES,75042,,,,,03,4.8113E+14,12030105,06,STATIONARY,,1-Mar-00,31-Dec-15,,"RCRAINFO:TXD980867980, TRIS:75042TXSPT714SH, TX-TCEQ ACR:RN101445153",32.90547,-96.69645,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002131835,1.10002E+11,DRS NIS INFRARED SENSORS AND SYSTEMS,13532 N CENTRAL EXPY,,DALLAS,DALLAS,48113,TX,TEXAS,UNITED STATES,75243-1108,,,,,03,4.8113E+14,12030105,06,STATIONARY,,1-Mar-00,26-Oct-16,,"AIR:TX0000004811300847, AIRS/AFS:4811300847, NPDES:TXRNEAN87, RCRAINFO:TXR000026724, TRIS:75243DRSNF13532, TSCA:TSCA10055175, TX-TCEQ ACR:RN100857739, TX-TCEQ ACR:RN103871067",32.933373,-96.753364,FRS-TRIS,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002131844,1.10002E+11,RAYTHEON TI SYSTEMS INCORPORATED,8505 FOREST LANE,,DALLAS,DALLAS,48113,TX,TEXAS,UNITED STATES,75243-4136,,,,,03,4.8113E+14,12030105,06,STATIONARY,,1-Mar-00,31-Dec-15,,"AIR:TX0000004811300416, AIRS/AFS:4811300416, RCRAINFO:TXR000022574, TRIS:75243TXSNS8505F",32.909286,-96.759223,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002134789,1.10002E+11,SEMTECH CORPUS CHRISTI CORP,121 INTERNATIONAL DR.,,CORPUS CHRISTI,NUECES,48355,TX,TEXAS,UNITED STATES,78406-1801,,,,,27,4.8356E+14,12110202,06,STATIONARY,,1-Mar-00,31-Dec-15,,"ICIS:4251, RCRAINFO:TXD066419102, TRIS:78410LMBDS121IN",27.784229,-97.50224,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002151411,1.10002E+11,QORVO TEXAS,4350 SOUTH BELTWOOD PARKWAY,,DALLAS,DALLAS,48113,TX,TEXAS,UNITED STATES,75244-3219,,,,,24,4.8113E+14,12030103,06,STATIONARY,,1-Mar-00,1-Jun-17,,"RCRAINFO:TXD095436747, TRIS:75244DLLSS4350B, TX-TCEQ ACR:RN102595816",32.94805,-96.83539,FRS-TRIS,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002343161,1.10002E+11,ADVANCED MICRO DEVICES INC,5900 E BEN WHITE BLVD,,AUSTIN,TRAVIS,48453,TX,TEXAS,UNITED STATES,78741,,,,,25,4.8453E+14,12090205,06,STATIONARY,,1-Mar-00,26-Nov-14,,"RCRAINFO:TXD981147689, TX-TCEQ ACR:RN103772034",30.21361,-97.71885,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002345132,1.10002E+11,RADIANT PHOTONICS,12100 TECHNOLOGY BLVD,,AUSTIN,TRAVIS,48453,TX,TEXAS,UNITED STATES,78727,,,,,10,4.8453E+14,12090205,06,STATIONARY,,1-Mar-00,9-Aug-10,,"RCRAINFO:TXD980878722, TX-TCEQ ACR:RN100722222",30.43186,-97.7609,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002345230,1.10002E+11,NATIONAL SEMICONDUCTOR,1111 WEST BARDIN ROAD,,ARLINGTON,TARRANT,48439,TX,TEXAS,UNITED STATES,76017-5999,,,,,06,4.84391E+14,12030102,06,STATIONARY,,1-Mar-00,1-Jun-17,,"AIR:TX0000004843900487, AIRS/AFS:4843900487, EIS:6509311, ICIS:8026906, RCRAINFO:TXD000742270, TRIS:76017NTNLS1111W, TX-TCEQ ACR:RN101466324",32.672778,-97.1275,FRS-TRIS,CLASSICAL SURVEYING TECHNIQUES,,PLANT ENTRANCE (GENERAL),NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002346239,1.10002E+11,TEXAS INSTRUMENTS,6412 US-75,,SHERMAN,GRAYSON,48181,TX,TEXAS,UNITED STATES,75090,,,,,04,4.8181E+14,11140101,06,STATIONARY,,1-Mar-00,1-Jun-17,,"AIR:TX0000004818100044, AIRS/AFS:4818100044, CEDRI:CEDRI10102699, EIS:4019911, ICIS:6667031, NPDES:TXR1566MG, TRIS:75090TXSNS6400H, TX-TCEQ ACR:RN103064853",33.581596,-96.603905,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002346453,1.10002E+11,TEXAS INSTRUMENTS PARK CENTRAL SITE,7600 BANNER DR,,DALLAS,DALLAS,48113,TX,TEXAS,UNITED STATES,752511604,,,,,32,4.8113E+14,12030105,06,STATIONARY,,1-Mar-00,4-Dec-14,,"RCRAINFO:TXD981056104, TX-TCEQ ACR:RN102067691",32.92094,-96.77322,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005014947,1.10005E+11,CYRIX CORPORATION C/O NATIONAL SEMICONDU,2703 N CENTRAL EXPY,,RICHARDSON,COLLIN,48085,TX,TEXAS,UNITED STATES,75080,,,,,03,4.8085E+14,12030106,,STATIONARY,,1-Mar-00,10-Apr-20,,RCRAINFO:TX0000198135,32.99142,-96.71052,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005032623,1.10005E+11,HALLIBURTON GEOPHYSICAL SERVICES INC,7800 BANNER DR,,DALLAS,DALLAS,48113,TX,TEXAS,UNITED STATES,75265,,,,,32,4.8113E+14,12030105,06,STATIONARY,,1-Mar-00,29-Dec-14,,RCRAINFO:TXD006771182,32.92124,-96.77098,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005033935,1.10005E+11,TEXAS ELECTRONICS,5529 REDFIELD STREET,,DALLAS,DALLAS,48113,TX,TEXAS,UNITED STATES,75235-7309,,,,,30,4.8113E+14,12030105,06,STATIONARY,,1-Mar-00,24-Jan-14,,"RCRAINFO:TXD007344898, TX-TCEQ ACR:RN100677301",32.81685,-96.83955,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005045780,1.10005E+11,TEXAS OPTOELECTRONICS,2621 NATIONAL CIRCLE,,GARLAND,DALLAS,48113,TX,TEXAS,UNITED STATES,75041-2316,,,,,03,4.8113E+14,12030106,06,STATIONARY,,1-Mar-00,17-Oct-17,,RCRAINFO:TXD028674380,32.885415,-96.673443,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005046226,1.10005E+11,SEPTOR ELECTRONICS,4605 RIPLEY DR,,EL PASO,EL PASO,48141,TX,TEXAS,UNITED STATES,79922,,,,,16,4.8141E+14,13030102,06,STATIONARY,,1-Mar-00,9-Aug-10,Yes,RCRAINFO:TXD033536491,31.831591,-106.571054,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
